"","_id","bonusPointsEarned","bonusPointsEarnedReason","createDate","dateScanned","finishedDate","modifyDate","pointsAwardedDate","pointsEarned...9","purchaseDate","purchasedItemCount","barcode","description","finalPrice","itemPrice","needsFetchReview","partnerItemId","preventTargetGapPoints","quantityPurchased","userFlaggedBarcode","userFlaggedNewItem","userFlaggedPrice","userFlaggedQuantity","needsFetchReviewReason","pointsNotAwardedReason","pointsPayerId","rewardsGroup","rewardsProductPartnerId","userFlaggedDescription","originalMetaBriteBarcode","originalMetaBriteDescription","brandCode","competitorRewardsGroup","discountedItemPrice","originalReceiptItemText","itemNumber","originalMetaBriteQuantityPurchased","pointsEarned...38","targetPrice","competitiveProduct","originalFinalPrice","originalMetaBriteItemPrice","deleted","priceAfterCoupon","metabriteCampaignId","rewardsReceiptStatus","totalSpent","userId"
"1","5ff1e1eb0a720f0523000575",500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:25:31,2021-01-03 09:25:31,2021-01-03 09:25:31,2021-01-03 09:25:36,2021-01-03 09:25:31,"500.0",2021-01-02 18:00:00,5,"4011","ITEM NOT FOUND","26.00","26.00",FALSE,"1",TRUE,5,"4011",TRUE,"26.00",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FINISHED","26.00","5ff1e1eacfcf6c399c274ae6"
"2","5ff1e1bb0a720f052300056b",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:43,2021-01-03 09:24:43,2021-01-03 09:24:43,2021-01-03 09:24:48,2021-01-03 09:24:43,"150.0",2021-01-02 09:24:43,2,"4011","ITEM NOT FOUND","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FINISHED","11.00","5ff1e194b6a9d73a3a9f1052"
"3","5ff1e1bb0a720f052300056b",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:43,2021-01-03 09:24:43,2021-01-03 09:24:43,2021-01-03 09:24:48,2021-01-03 09:24:43,"150.0",2021-01-02 09:24:43,2,"028400642255","DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ","10.00","10.00",TRUE,"2",TRUE,1,"028400642255",TRUE,"10.00",1,"USER_FLAGGED","Action not allowed for user and CPG","5332f5fbe4b03c9a25efd0ba","DORITOS SPICY SWEET CHILI SINGLE SERVE","5332f5fbe4b03c9a25efd0ba","DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FINISHED","11.00","5ff1e194b6a9d73a3a9f1052"
"4","5ff1e1f10a720f052300057a",5,"All-receipts receipt bonus",2021-01-03 09:25:37,2021-01-03 09:25:37,NA,2021-01-03 09:25:42,NA,"5",2021-01-02 18:00:00,1,NA,NA,NA,NA,FALSE,"1",TRUE,NA,"4011",TRUE,"26.00",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REJECTED","10.00","5ff1e1f1cfcf6c399c274b0b"
"5","5ff1e1ee0a7214ada100056f",5,"All-receipts receipt bonus",2021-01-03 09:25:34,2021-01-03 09:25:34,2021-01-03 09:25:34,2021-01-03 09:25:39,2021-01-03 09:25:34,"5.0",2021-01-02 18:00:00,4,"4011","ITEM NOT FOUND","28.00","28.00",FALSE,"1",TRUE,4,"4011",TRUE,"28.00",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FINISHED","28.00","5ff1e1eacfcf6c399c274ae6"
"6","5ff1e1d20a7214ada1000561",5,"All-receipts receipt bonus",2021-01-03 09:25:06,2021-01-03 09:25:06,2021-01-03 09:25:11,2021-01-03 09:25:11,2021-01-03 09:25:06,"5.0",2021-01-02 09:25:06,2,"4011","ITEM NOT FOUND","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FINISHED","1.00","5ff1e194b6a9d73a3a9f1052"
"7","5ff1e1d20a7214ada1000561",5,"All-receipts receipt bonus",2021-01-03 09:25:06,2021-01-03 09:25:06,2021-01-03 09:25:11,2021-01-03 09:25:11,2021-01-03 09:25:06,"5.0",2021-01-02 09:25:06,2,"1234",NA,"2.56","2.56",TRUE,"2",TRUE,3,"1234",TRUE,"2.56",3,"USER_FLAGGED",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FINISHED","1.00","5ff1e194b6a9d73a3a9f1052"
"8","5ff1e1e40a7214ada1000566",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:25:24,2021-01-03 09:25:24,2021-01-03 09:25:25,2021-01-03 09:25:30,2021-01-03 09:25:25,"750.0",2021-01-02 09:25:24,1,"4011","ITEM NOT FOUND","3.25","3.25",FALSE,"1",TRUE,1,"4011",NA,NA,NA,NA,"Action not allowed for user and CPG","5332f5fbe4b03c9a25efd0ba","DORITOS SPICY SWEET CHILI SINGLE SERVE","5332f5fbe4b03c9a25efd0ba",NA,"028400642255","DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FINISHED","3.25","5ff1e1e4cfcf6c399c274ac3"
"9","5ff1e1cd0a720f052300056f",5,"All-receipts receipt bonus",2021-01-03 09:25:01,2021-01-03 09:25:01,2021-01-03 09:25:02,2021-01-03 09:25:02,2021-01-03 09:25:02,"5.0",2021-01-03 09:25:01,1,NA,"MSSN TORTLLA","2.23","2.23",NA,"1009",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MISSION","TACO BELL TACO SHELLS","2.23","MSSN TORTLLA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FINISHED","2.23","5ff1e194b6a9d73a3a9f1052"
"10","5ff1e1a40a720f0523000569",500,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:20,2021-01-03 09:24:20,2021-01-03 09:24:21,2021-01-03 09:24:21,2021-01-03 09:24:21,"500.0",2020-12-26 18:00:00,1,"046000832517","Old El Paso Mild Chopped Green Chiles, 4.5 Oz","10.00","10.00",NA,"0",NA,1,NA,NA,NA,NA,NA,"Action not allowed for user and CPG","5332f5f3e4b03c9a25efd0ae","OLD EL PASO BEANS & PEPPERS","5332f5f3e4b03c9a25efd0ae",NA,NA,NA,"BRAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FINISHED","10.00","5ff1e194b6a9d73a3a9f1052"
"11","5ff1e1ed0a7214ada100056e",5,"All-receipts receipt bonus",2021-01-03 09:25:33,2021-01-03 09:25:33,2021-01-03 09:25:34,2021-01-03 09:25:38,2021-01-03 09:25:34,"5.0",2021-01-02 18:00:00,5,"4011","ITEM NOT FOUND","20.00","20.00",FALSE,"1",TRUE,5,"4011",TRUE,"20.00",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FINISHED","20.00","5ff1e1eacfcf6c399c274ae6"
"12","5ff1e1eb0a7214ada100056b",250,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:25:31,2021-01-03 09:25:31,2021-01-03 09:25:31,2021-01-03 09:25:36,2021-01-03 09:25:31,"250.0",2021-01-02 18:00:00,3,"4011","ITEM NOT FOUND","20.00","20.00",FALSE,"1",TRUE,3,"4011",TRUE,"20.00",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FINISHED","20.00","5ff1e1eacfcf6c399c274ae6"
"13","5ff1e1c50a720f052300056c",100,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:53,2021-01-03 09:24:53,2021-01-03 09:24:53,2021-01-03 09:24:53,2021-01-03 09:24:53,"100.0",2021-01-02 09:24:53,1,"4011","ITEM NOT FOUND","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FINISHED","1.00","5ff1e194b6a9d73a3a9f1052"
"14","5ff1e1a10a720f0523000568",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:17,2021-01-03 09:24:17,2021-01-03 09:39:20,2021-01-03 09:39:20,2021-01-03 09:24:19,"750.0",2021-01-01 18:00:00,5,"013562300631","Annie's Homegrown Organic White Cheddar Macaroni & Cheese Shells, 6 Oz","50.00","50.00",TRUE,"1",NA,5,NA,NA,NA,NA,"POINTS_GREATER_THAN_THRESHOLD","Action not allowed for user and CPG","5332f5f3e4b03c9a25efd0ae","ANNIE'S HOMEGROWN MULTI-SERVING MAC & CHEESE","5332f5f3e4b03c9a25efd0ae",NA,NA,NA,NA,NA,"50.00",NA,"013562300631",1,NA,NA,NA,NA,NA,NA,NA,NA,"FINISHED","50.00","5ff1e194b6a9d73a3a9f1052"
"15","5ff1e1b60a7214ada100055c",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:38,2021-01-03 09:24:38,NA,2021-01-03 09:24:38,NA,"8850.0",2021-02-03 09:24:38,10,"034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA,"FLAGGED","290.00","5ff1e194b6a9d73a3a9f1052"
"16","5ff1e1b60a7214ada100055c",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:38,2021-01-03 09:24:38,NA,2021-01-03 09:24:38,NA,"8850.0",2021-02-03 09:24:38,10,"034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"2",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA,"FLAGGED","290.00","5ff1e194b6a9d73a3a9f1052"
"17","5ff1e1b60a7214ada100055c",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:38,2021-01-03 09:24:38,NA,2021-01-03 09:24:38,NA,"8850.0",2021-02-03 09:24:38,10,"034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"3",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA,"FLAGGED","290.00","5ff1e194b6a9d73a3a9f1052"
"18","5ff1e1b60a7214ada100055c",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:38,2021-01-03 09:24:38,NA,2021-01-03 09:24:38,NA,"8850.0",2021-02-03 09:24:38,10,"034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"4",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA,"FLAGGED","290.00","5ff1e194b6a9d73a3a9f1052"
"19","5ff1e1b60a7214ada100055c",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:38,2021-01-03 09:24:38,NA,2021-01-03 09:24:38,NA,"8850.0",2021-02-03 09:24:38,10,"034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"5",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA,"FLAGGED","290.00","5ff1e194b6a9d73a3a9f1052"
"20","5ff1e1b60a7214ada100055c",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:38,2021-01-03 09:24:38,NA,2021-01-03 09:24:38,NA,"8850.0",2021-02-03 09:24:38,10,"034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"6",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA,"FLAGGED","290.00","5ff1e194b6a9d73a3a9f1052"
"21","5ff1e1b60a7214ada100055c",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:38,2021-01-03 09:24:38,NA,2021-01-03 09:24:38,NA,"8850.0",2021-02-03 09:24:38,10,"034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"7",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA,"FLAGGED","290.00","5ff1e194b6a9d73a3a9f1052"
"22","5ff1e1b60a7214ada100055c",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:38,2021-01-03 09:24:38,NA,2021-01-03 09:24:38,NA,"8850.0",2021-02-03 09:24:38,10,"034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"8",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA,"FLAGGED","290.00","5ff1e194b6a9d73a3a9f1052"
"23","5ff1e1b60a7214ada100055c",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:38,2021-01-03 09:24:38,NA,2021-01-03 09:24:38,NA,"8850.0",2021-02-03 09:24:38,10,"034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"9",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA,"FLAGGED","290.00","5ff1e194b6a9d73a3a9f1052"
"24","5ff1e1b60a7214ada100055c",150,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:38,2021-01-03 09:24:38,NA,2021-01-03 09:24:38,NA,"8850.0",2021-02-03 09:24:38,10,"034100573065","MILLER LITE 24 PACK 12OZ CAN","29","29",NA,"10",NA,1,NA,NA,NA,NA,NA,NA,"5332f709e4b03c9a25efd0f1","MILLER LITE 24 PACK","5332f709e4b03c9a25efd0f1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"870.0","77",NA,NA,NA,NA,NA,NA,"FLAGGED","290.00","5ff1e194b6a9d73a3a9f1052"
"25","5f9c74f70a7214ad07000037",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 15:17:59,2020-10-30 15:17:59,NA,2021-01-03 09:24:54,2020-10-30 15:18:00,"750.0",2020-10-29 15:17:59,11,"075925306254",NA,"1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,"KRAFT NATURAL CHEESE - SHREDDED","559c2234e4b06aca36af13c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"REJECTED","1.00","5f9c74f7c88c1415cbddb839"
"26","5f9c74f70a7214ad07000037",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 15:17:59,2020-10-30 15:17:59,NA,2021-01-03 09:24:54,2020-10-30 15:18:00,"750.0",2020-10-29 15:17:59,11,NA,NA,NA,NA,TRUE,"2",TRUE,NA,"034100573065",TRUE,"29.00",1,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REJECTED","1.00","5f9c74f7c88c1415cbddb839"
"27","5f9c74f70a7214ad07000037",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 15:17:59,2020-10-30 15:17:59,NA,2021-01-03 09:24:54,2020-10-30 15:18:00,"750.0",2020-10-29 15:17:59,11,NA,NA,NA,NA,TRUE,"3",TRUE,NA,"034100573065",TRUE,"29.00",1,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REJECTED","1.00","5f9c74f7c88c1415cbddb839"
"28","5f9c74f70a7214ad07000037",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 15:17:59,2020-10-30 15:17:59,NA,2021-01-03 09:24:54,2020-10-30 15:18:00,"750.0",2020-10-29 15:17:59,11,NA,NA,NA,NA,TRUE,"4",TRUE,NA,"034100573065",TRUE,"29.00",1,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REJECTED","1.00","5f9c74f7c88c1415cbddb839"
"29","5f9c74f70a7214ad07000037",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 15:17:59,2020-10-30 15:17:59,NA,2021-01-03 09:24:54,2020-10-30 15:18:00,"750.0",2020-10-29 15:17:59,11,NA,NA,NA,NA,TRUE,"5",TRUE,NA,"034100573065",TRUE,"29.00",1,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REJECTED","1.00","5f9c74f7c88c1415cbddb839"
"30","5f9c74f70a7214ad07000037",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 15:17:59,2020-10-30 15:17:59,NA,2021-01-03 09:24:54,2020-10-30 15:18:00,"750.0",2020-10-29 15:17:59,11,NA,NA,NA,NA,TRUE,"6",TRUE,NA,"034100573065",TRUE,"29.00",1,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REJECTED","1.00","5f9c74f7c88c1415cbddb839"
"31","5f9c74f70a7214ad07000037",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 15:17:59,2020-10-30 15:17:59,NA,2021-01-03 09:24:54,2020-10-30 15:18:00,"750.0",2020-10-29 15:17:59,11,NA,NA,NA,NA,TRUE,"7",TRUE,NA,"034100573065",TRUE,"29.00",1,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REJECTED","1.00","5f9c74f7c88c1415cbddb839"
"32","5f9c74f70a7214ad07000037",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 15:17:59,2020-10-30 15:17:59,NA,2021-01-03 09:24:54,2020-10-30 15:18:00,"750.0",2020-10-29 15:17:59,11,NA,NA,NA,NA,TRUE,"8",TRUE,NA,"034100573065",TRUE,"29.00",1,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REJECTED","1.00","5f9c74f7c88c1415cbddb839"
"33","5f9c74f70a7214ad07000037",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 15:17:59,2020-10-30 15:17:59,NA,2021-01-03 09:24:54,2020-10-30 15:18:00,"750.0",2020-10-29 15:17:59,11,NA,NA,NA,NA,TRUE,"9",TRUE,NA,"034100573065",TRUE,"29.00",1,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REJECTED","1.00","5f9c74f7c88c1415cbddb839"
"34","5f9c74f70a7214ad07000037",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 15:17:59,2020-10-30 15:17:59,NA,2021-01-03 09:24:54,2020-10-30 15:18:00,"750.0",2020-10-29 15:17:59,11,NA,NA,NA,NA,TRUE,"10",TRUE,NA,"034100573065",TRUE,"29.00",1,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REJECTED","1.00","5f9c74f7c88c1415cbddb839"
"35","5f9c74f70a7214ad07000037",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2020-10-30 15:17:59,2020-10-30 15:17:59,NA,2021-01-03 09:24:54,2020-10-30 15:18:00,"750.0",2020-10-29 15:17:59,11,NA,NA,NA,NA,TRUE,"11",TRUE,NA,"034100573065",TRUE,"29.00",1,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REJECTED","1.00","5f9c74f7c88c1415cbddb839"
"36","5ff1e1b20a7214ada100055a",300,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:34,2021-01-03 09:24:34,2021-01-03 09:24:35,2021-01-03 09:24:35,2021-01-03 09:24:35,"300.0",2021-02-03 09:24:35,1,"4011","ITEM NOT FOUND","1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FINISHED","1.00","5ff1e194b6a9d73a3a9f1052"
"37","5ff1e1e90a7214ada1000569",NA,NA,2021-01-03 09:25:29,2021-01-03 09:25:29,NA,2021-01-03 09:25:29,NA,NA,NA,0,NA,NA,NA,NA,TRUE,"1",TRUE,NA,"4011",TRUE,"25.00",3,"USER_FLAGGED",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLAGGED","0.00","5ff1e1e9b6a9d73a3a9f10f6"
"38","5ff1e1e90a7214ada1000569",NA,NA,2021-01-03 09:25:29,2021-01-03 09:25:29,NA,2021-01-03 09:25:29,NA,NA,NA,0,NA,NA,NA,NA,TRUE,"2",TRUE,NA,"034100573065",TRUE,"27.00",3,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLAGGED","0.00","5ff1e1e9b6a9d73a3a9f10f6"
"39","5ff1e1df0a7214ada1000564",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:25:19,2021-01-03 09:25:19,2021-01-03 09:25:20,2021-01-03 09:25:25,2021-01-03 09:25:19,"750.0",2021-01-02 09:25:19,2,"4011","ITEM NOT FOUND","1","1",FALSE,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FINISHED","11.00","5ff1e1dfcfcf6c399c274ab3"
"40","5ff1e1df0a7214ada1000564",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:25:19,2021-01-03 09:25:19,2021-01-03 09:25:20,2021-01-03 09:25:25,2021-01-03 09:25:19,"750.0",2021-01-02 09:25:19,2,"028400642255","DORITOS TORTILLA CHIP SPICY SWEET CHILI REDUCED FAT BAG 1 OZ","10.00","10.00",FALSE,"2",TRUE,1,"028400642255",TRUE,"10.00",1,NA,"Action not allowed for user and CPG","5332f5fbe4b03c9a25efd0ba","DORITOS SPICY SWEET CHILI SINGLE SERVE","5332f5fbe4b03c9a25efd0ba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"800",NA,NA,NA,NA,NA,NA,"FINISHED","11.00","5ff1e1dfcfcf6c399c274ab3"
"41","5ff1e1b40a7214ada100055b",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:36,2021-01-03 09:24:36,NA,2021-01-03 09:24:37,2021-01-03 09:24:36,"750.0",2021-01-02 09:24:36,1,"075925306254",NA,"1","1",NA,"1",NA,1,NA,NA,NA,NA,NA,NA,NA,"SARGENTO NATURAL SHREDDED CHEESE 6OZ OR LARGER","5e7cf838f221c312e698a628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"FLAGGED","1.00","5ff1e1b4cfcf6c399c274a54"
"42","5ff1e1b40a7214ada100055b",750,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",2021-01-03 09:24:36,2021-01-03 09:24:36,NA,2021-01-03 09:24:37,2021-01-03 09:24:36,"750.0",2021-01-02 09:24:36,1,NA,NA,NA,NA,TRUE,"2",TRUE,NA,"034100573065",TRUE,"29.00",1,"USER_FLAGGED",NA,NA,NA,NA,"MILLER LITE 24 PACK 12OZ CAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FLAGGED","1.00","5ff1e1b4cfcf6c399c274a54"
